109,1,1,Fleming,Miss. Margaret,female,C
112,1,1,Fortune,Miss. Alice Elizabeth,female,S
113,1,1,Fortune,Miss. Ethel Flora,female,S
114,1,1,Fortune,Miss. Mabel Helen,female,S
117,1,1,Fortune,Mrs. Mark (Mary McDougald),female,S
118,1,1,Francatelli,Miss. Laura Mabel,female,C
122,1,1,Frauenthal,Mrs. Henry William (Clara Heinsheimer),female,S
123,1,1,Frolicher,Miss. Hedwig Margaritha,female,C
125,1,1,Frolicher-Stehli,Mrs. Maxmillian (Margaretha Emerentia Stehli),female,C
128,1,1,Futrelle,Mrs. Jacques Heath (Lily May Peel),female,S
130,1,1,Geiger,Miss. Amalie,female,C
131,1,1,Gibson,Miss. Dorothy Winifred,female,C
132,1,1,Gibson,Mrs. Leonard (Pauline C Boeson),female,C
135,1,1,Goldenberg,Mrs. Samuel L (Edwiga Grabowska),female,C
138,1,1,Graham,Miss. Margaret Edith,female,S
140,1,1,Graham,Mrs. William Thompson (Edith Junkins),female,S
142,1,1,Greenfield,Mrs. Leo David (Blanche Strouse),female,C
145,1,1,Harder,Mrs. George Achilles (Dorothy Annan),female,C
147,1,1,Harper,Mrs. Henry Sleeper (Myna Haxtun),female,C
150,1,1,Harris,Mrs. Henry Birkhardt (Irene Wallach),female,S
154,1,1,Hays,Miss. Margaret Bechstein,female,C
156,1,1,Hays,Mrs. Charles Melville (Clara Jennings Gregg),female,S
160,1,1,Hippach,Miss. Jean Gertrude,female,C
161,1,1,Hippach,Mrs. Louis Albert (Ida Sophia Fischer),female,C
162,1,1,Hogeboom,Mrs. John C (Anna Andrews),female,S
164,1,1,Holverson,Mrs. Alexander Oskar (Mary Aline Towner),female,S
168,1,1,Hoyt,Mrs. Frederick Maxfield (Jane Anne Forby),female,S
169,1,1,Icard,Miss. Amelie,female,S
177,1,1,Kenyon,Mrs. Frederick R (Marion),female,S
179,1,1,Kimball,Mrs. Edwin Nelson Jr (Gertrude Parsons),female,S
181,1,1,Kreuchen,Miss. Emilie,female,S
182,1,1,Leader,Dr. Alice (Farnham),female,S
183,1,1,LeRoy,Miss. Bertha,female,C
187,1,1,Lindstrom,Mrs. Carl Johan (Sigrid Posse),female,C
188,1,1,Lines,Miss. Mary Conover,female,S
189,1,1,Lines,Mrs. Ernest H (Elizabeth Lindsey James),female,S
191,1,1,Longley,Miss. Gretchen Fiske,female,S
193,1,1,Lurette,Miss. Elise,female,C
194,1,1,Madill,Miss. Georgette Alexandra,female,S
196,1,1,Maioni,Miss. Roberta,female,S
199,1,1,Marvin,Mrs. Daniel Warner (Mary Graham Carmichael Farquarson),female,S
200,1,1,Mayne,Mlle. Berthe Antonine (Mrs de Villiers),female,C
205,1,1,Meyer,Mrs. Edgar Joseph (Leila Saks),female,C
208,1,1,Minahan,Miss. Daisy E,female,Q
209,1,1,Minahan,Mrs. William Edward (Lillian E Thorpe),female,Q
214,1,1,Newell,Miss. Madeleine,female,C
215,1,1,Newell,Miss. Marjorie,female,C
217,1,1,Newsom,Miss. Helen Monypeny,female,S
219,1,1,Oliva y Ocana,Dona. Fermina,female,C
221,1,1,Ostby,Miss. Helene Ragnhild,female,C
228,1,1,Pears,Mrs. Thomas (Edith Wearne),female,S
230,1,1,Penasco y Castellana,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),female,C
231,1,1,Perreault,Miss. Anne,female,S
234,1,1,Potter,Mrs. Thomas Jr (Lily Alexenia Wilson),female,C
239,1,1,Robert,Mrs. Edward Scott (Elisabeth Walton McMillan),female,S
243,1,1,Rosenbaum,Miss. Edith Louise,female,C
246,1,1,Rothes,the Countess. of (Lucy Noel Martha Dyer-Edwards),female,S
248,1,1,Rothschild,Mrs. Martin (Elizabeth L. Barrett),female,C
251,1,1,Ryerson,Miss. Emily Borie,female,C
252,1,1,Ryerson,Miss. Susan Parker Suzette,female,C
254,1,1,Ryerson,Mrs. Arthur Larned (Emily Maria Borie),female,C
256,1,1,Sagesser,Mlle. Emma,female,C
258,1,1,Schabert,Mrs. Paul (Emma Mock),female,C
259,1,1,Serepeca,Miss. Augusta,female,C
261,1,1,Shutes,Miss. Elizabeth W,female,S
264,1,1,Silvey,Mrs. William Baird (Alice Munger),female,S
271,1,1,Smith,Mrs. Lucien Philip (Mary Eloise Hughes),female,S
273,1,1,Snyder,Mrs. John Pillsbury (Nelle Stevenson),female,S
276,1,1,Spedden,Mrs. Frederic Oakley (Margaretta Corning Stone),female,C
278,1,1,Spencer,Mrs. William Augustus (Marie Eugenie),female,C
282,1,1,Stengel,Mrs. Charles Emil Henry (Annie May Morris),female,C
283,1,1,Stephenson,Mrs. Walter Bertram (Martha Eustis),female,C
285,1,1,Stone,Mrs. George Nelson (Martha Evelyn),female,S
289,1,1,Swift,Mrs. Frederick Joel (Margaret Welles Barron),female,S
290,1,1,Taussig,Miss. Ruth,female,S
292,1,1,Taussig,Mrs. Emil (Tillie Mandelbaum),female,S
294,1,1,Taylor,Mrs. Elmer Zebley (Juliet Cummins Wright),female,S
297,1,1,Thayer,Mrs. John Borland (Marian Longstreth Morris),female,C
298,1,1,Thorne,Mrs. Gertrude Maybelle,female,C
303,1,1,Ward,Miss. Anna,female,C
305,1,1,Warren,Mrs. Frank Manley (Anna Sophia Atkinson),female,C
309,1,1,White,Mrs. John Stuart (Ella Holmes),female,C
310,1,1,Wick,Miss. Mary Natalie,female,S
312,1,1,Wick,Mrs. George Dennick (Mary Hitchcock),female,S
315,1,1,Widener,Mrs. George Dunton (Eleanor Elkins),female,C
316,1,1,Willard,Miss. Constance,female,S
320,1,1,Wilson,Miss. Helen Alice,female,C
323,1,1,Young,Miss. Marie Grice,female,C
325,2,1,Abelson,Mrs. Samuel (Hannah Wizosky),female,C
330,2,1,Angle,Mrs. William A (Florence Mary Agnes Hughes),female,S
334,2,1,Ball,Mrs. (Ada E Hall),female,S
338,2,1,Beane,Mrs. Edward (Ethel Clarke),female,S
341,2,1,Becker,Miss. Marion Louise,female,S
342,2,1,Becker,Miss. Ruth Elizabeth,female,S
343,2,1,Becker,Mrs. Allen Oliver (Nellie E Baumgardner),female,S
345,2,1,Bentham,Miss. Lilian W,female,S
350,2,1,Brown,Miss. Amelia Mildred,female,S
351,2,1,Brown,Miss. Edith Eileen,female,S
353,2,1,Brown,Mrs. Thomas William Solomon (Elizabeth Catherine Ford),female,S
354,2,1,Bryhl,Miss. Dagmar Jenny Ingeborg,female,S
356,2,1,Buss,Miss. Kate,female,S
359,2,1,Bystrom,Mrs. (Karolina),female,S
362,2,1,Caldwell,Mrs. Albert Francis (Sylvia Mae Harbaugh),female,S
363,2,1,Cameron,Miss. Clear Annie,female,S
371,2,1,Christy,Miss. Julie Rachel,female,S
372,2,1,Christy,Mrs. (Alice Frances),female,S
374,2,1,Clarke,Mrs. Charles V (Ada Maria Winfield),female,S
378,2,1,Collyer,Miss. Marjorie Lottie,female,S
380,2,1,Collyer,Mrs. Harvey (Charlotte Annie Tate),female,S
381,2,1,Cook,Mrs. (Selena Rogers),female,S
388,2,1,Davies,Mrs. John Morgan (Elizabeth Agnes Mary White),female,S
389,2,1,Davis,Miss. Mary,female,S
393,2,1,del Carlo,Mrs. Sebastiano (Argenia Genovesi),female,C
396,2,1,Doling,Miss. Elsie,female,S
397,2,1,Doling,Mrs. John T (Ada Julia Bone),female,S
401,2,1,Drew,Mrs. James Vivian (Lulu Thorne Christian),female,S
402,2,1,Duran y More,Miss. Asuncion,female,C
403,2,1,Duran y More,Miss. Florentina,female,C
408,2,1,Faunthorpe,Mrs. Lizzie (Elizabeth Anne Wilkinson),female,S
416,2,1,Garside,Miss. Ethel,female,S
429,2,1,Hamalainen,Mrs. William (Anna),female,S
431,2,1,Harper,Miss. Annie Jessie Nina,female,S
435,2,1,Hart,Miss. Eva Miriam,female,S
437,2,1,Hart,Mrs. Benjamin (Esther Ada Bloomfield),female,S
438,2,1,Herman,Miss. Alice,female,S
439,2,1,Herman,Miss. Kate,female,S
441,2,1,Herman,Mrs. Samuel (Jane Laver),female,S
442,2,1,Hewlett,Mrs. (Mary D Kingcome),female,S
447,2,1,Hocking,Miss. Ellen Nellie,female,S
450,2,1,Hocking,Mrs. Elizabeth (Eliza Needs),female,S
453,2,1,Hold,Mrs. Stephen (Annie Margaret Hill),female,S
459,2,1,Ilett,Miss. Bertha,female,S
461,2,1,Jacobsohn,Mrs. Sidney Samuel (Amy Frances Christy),female,S
466,2,1,Jerwan,Mrs. Amin S (Marie Marthe Thuillard),female,C
468,2,1,Kantor,Mrs. Sinai (Miriam Sternin),female,S
470,2,1,Keane,Miss. Nora A,female,Q
472,2,1,Kelly,Mrs. Florence Fannie,female,S
479,2,1,Laroche,Miss. Louise,female,C
480,2,1,Laroche,Miss. Simonne Marie Anne Andree,female,C
482,2,1,Laroche,Mrs. Joseph (Juliette Marie Louise Lafargue),female,C
483,2,1,Lehmann,Miss. Bertha,female,C
484,2,1,Leitch,Miss. Jessie Wills,female,S
485,2,1,Lemore,Mrs. (Amelia Milley),female,S
490,2,1,Louch,Mrs. Charles Alexander (Alice Adelaide Slow),female,S
495,2,1,Mallet,Mrs. Albert (Antoinette Magnin),female,C
502,2,1,Mellinger,Miss. Madeleine Violet,female,S
503,2,1,Mellinger,Mrs. (Elizabeth Anne Maidment),female,S
514,2,1,Nasser,Mrs. Nicholas (Adele Achem),female,C
522,2,1,Nye,Mrs. (Elizabeth Ramell),female,S
530,2,1,Parrish,Mrs. (Lutie Davis),female,S
534,2,1,Phillips,Miss. Alice Frances Louisa,female,S
535,2,1,Phillips,Miss. Kate Florence (Mrs Kate Louise Phillips Marshall),female,S
537,2,1,Pinsky,Mrs. (Rosa),female,S
541,2,1,Quick,Miss. Phyllis May,female,S
542,2,1,Quick,Miss. Winifred Vera,female,S
543,2,1,Quick,Mrs. Frederick Charles (Jane Richards),female,S
546,2,1,Renouf,Mrs. Peter Henry (Lillian Jefferys),female,S
547,2,1,Reynaldo,Ms. Encarnacion,female,S
551,2,1,Richards,Mrs. Sidney (Emily Hocking),female,S
552,2,1,Ridsdale,Miss. Lucy,female,S
554,2,1,Rugg,Miss. Emily,female,S
558,2,1,Shelley,Mrs. William (Imanita Parrish Hall),female,S
559,2,1,Silven,Miss. Lyyli Karoliina,female,S
560,2,1,Sincock,Miss. Maude,female,S
561,2,1,Sinkkonen,Miss. Anna,female,S
563,2,1,Slayter,Miss. Hilda Mary,female,Q
565,2,1,Smith,Miss. Marion Elsie,female,S
571,2,1,Toomey,Miss. Ellen,female,S
573,2,1,Trout,Mrs. William H (Jessie L),female,S
574,2,1,Troutt,Miss. Edwina Celia Winnie,female,S
578,2,1,Walcroft,Miss. Nellie,female,S
581,2,1,Ware,Mrs. John James (Florence Louise Long),female,S
583,2,1,Watt,Miss. Bertha J,female,S
584,2,1,Watt,Mrs. James (Elizabeth Bessie Inglis Milne),female,S
585,2,1,Webber,Miss. Susan,female,S
587,2,1,Weisz,Mrs. Leopold (Mathilde Francoise Pede),female,S
589,2,1,Wells,Miss. Joan,female,S
590,2,1,Wells,Mrs. Arthur Henry (Addie Dart Trevaskis),female,S
591,2,1,West,Miss. Barbara J,female,S
592,2,1,West,Miss. Constance Mirium,female,S
594,2,1,West,Mrs. Edwy Arthur (Ada Mary Worth),female,S
599,2,1,Wright,Miss. Marion,female,S
604,3,1,Abbott,Mrs. Stanton (Rosa Hunt),female,S
605,3,1,Abelseth,Miss. Karen Marie,female,S
608,3,1,Abrahim,Mrs. Joseph (Sophie Halaut Easu),female,C
613,3,1,Aks,Mrs. Sam (Leah Rosen),female,S
622,3,1,Andersen-Jensen,Miss. Carla Christine Nielsine,female,S
626,3,1,Andersson,Miss. Erna Alexandra,female,S
644,3,1,Asplund,Miss. Lillian Gertrud,female,S
647,3,1,Asplund,Mrs. Carl Oscar (Selma Augusta Emilia Johansson),female,S
648,3,1,Assaf Khalil,Mrs. Mariana (Miriam),female,C
654,3,1,Ayoub,Miss. Banoura,female,C
657,3,1,Backstrom,Mrs. Karl Alfred (Maria Mathilda Gustafsson),female,S
658,3,1,Baclini,Miss. Eugenie,female,C
659,3,1,Baclini,Miss. Helene Barbara,female,C
660,3,1,Baclini,Miss. Marie Catherine,female,C
661,3,1,Baclini,Mrs. Solomon (Latifa Qurban),female,C
662,3,1,Badman,Miss. Emily Louisa,female,S
687,3,1,Bradley,Miss. Bridget Delia,female,Q
710,3,1,Carr,Miss. Helen Ellen,female,Q
726,3,1,Connolly,Miss. Kate,female,Q
736,3,1,Coutts,Mrs. William (Winnie Minnie Treanor),female,S
739,3,1,Cribb,Miss. Laura Alice,female,S
746,3,1,Daly,Miss. Margaret Marcella Maggie,female,Q
758,3,1,Davison,Mrs. Thomas Henry (Mary E Finck),female,S
760,3,1,de Messemaeker,Mrs. Guillaume Joseph (Emma),female,S
764,3,1,Dean,Miss. Elizabeth Gladys Millvina,female,S
766,3,1,Dean,Mrs. Bertram (Eva Georgetta Light),female,S
772,3,1,Devaney,Miss. Margaret Delia,female,Q
779,3,1,Dowdell,Miss. Elizabeth,female,S
781,3,1,Drapkin,Miss. Jennie,female,S
786,3,1,Dyker,Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson),female,S
795,3,1,Emanuel,Miss. Virginia Ethel,female,S
819,3,1,Gilnagh,Miss. Katherine Katie,female,Q
820,3,1,Glynn,Miss. Mary Agatha,female,Q
824,3,1,Goldsmith,Mrs. Frank John (Emily Alice Brown),female,S
846,3,1,Hakkarainen,Mrs. Pekka Pietari (Elin Matilda Dolck),female,S
852,3,1,Hansen,Mrs. Claus Peter (Jennie L Howard),female,S
857,3,1,Healy,Miss. Hanora Nora,female,Q
861,3,1,Heikkinen,Miss. Laina,female,S
863,3,1,Hellstrom,Miss. Hilda Maria,female,S
867,3,1,Hirvonen,Miss. Hildur E,female,S
868,3,1,Hirvonen,Mrs. Alexander (Helga E Lindqvist),female,S
871,3,1,Honkanen,Miss. Eliina,female,S
873,3,1,Howard,Miss. May Elizabeth,female,S
887,3,1,Jermyn,Miss. Annie,female,Q
896,3,1,Johnson,Miss. Eleanor Ileen,female,S
900,3,1,Johnson,Mrs. Oscar W (Elisabeth Vilhelmina Berg),female,S
917,3,1,Karun,Miss. Manca,female,C
923,3,1,Kelly,Miss. Anna Katherine Annie Kate,female,Q
924,3,1,Kelly,Miss. Mary,female,Q
935,3,1,Kink-Heilmann,Miss. Luise Gretchen,female,S
937,3,1,Kink-Heilmann,Mrs. Anton (Luise Heilmann),female,S
948,3,1,Landergren,Miss. Aurora Adelia,female,S
981,3,1,Lundin,Miss. Olga Elida,female,S
985,3,1,Madigan,Miss. Margaret Maggie,female,Q
994,3,1,Mannion,Miss. Margareth,female,Q
998,3,1,Masselmani,Mrs. Fatima,female,C
1000,3,1,McCarthy,Miss. Catherine Katie,female,Q
1002,3,1,McCoy,Miss. Agnes,female,Q
1003,3,1,McCoy,Miss. Alicia,female,Q
1005,3,1,McDermott,Miss. Brigdet Delia,female,Q
1007,3,1,McGovern,Miss. Mary,female,Q
1008,3,1,McGowan,Miss. Anna Annie,female,Q
1024,3,1,Mockler,Miss. Helen Mary Ellie,female,Q
1027,3,1,Moor,Mrs. (Beila),female,S
1029,3,1,Moran,Miss. Bertha,female,Q
1037,3,1,Moubarek,Mrs. George (Omine Amenia Alexander),female,C
1038,3,1,Moussa,Mrs. (Mantoura Boulos),female,C
1040,3,1,Mullens,Miss. Katherine Katie,female,Q
1041,3,1,Mulvihill,Miss. Bertha E,female,Q
1043,3,1,Murphy,Miss. Katherine Kate,female,Q
1044,3,1,Murphy,Miss. Margaret Jane,female,Q
1045,3,1,Murphy,Miss. Nora,female,Q
1048,3,1,Najib,Miss. Adele Kiamie Jane,female,C
1049,3,1,Nakid,Miss. Maria (Mary),female,C
1051,3,1,Nakid,Mrs. Said (Waika Mary Mowad),female,C
1058,3,1,Nicola-Yarred,Miss. Jamila,female,C
1061,3,1,Nilsson,Miss. Berta Olivia,female,S
1062,3,1,Nilsson,Miss. Helmina Josefina,female,S
1068,3,1,Nysten,Miss. Anna Sofia,female,S
1072,3,1,O'Brien,Mrs. Thomas (Johanna Hannah Godfrey),female,Q
1078,3,1,O'Driscoll,Miss. Bridget,female,Q
1079,3,1,O'Dwyer,Miss. Ellen Nellie,female,Q
1080,3,1,Ohman,Miss. Velin,female,S
1082,3,1,O'Leary,Miss. Hanora Norah,female,Q
1095,3,1,Osman,Mrs. Mara,female,S
1123,3,1,Peter,Miss. Anna,female,C
1124,3,1,Peter,Mrs. Catherine (Catherine Rizk),female,C
1150,3,1,Riordan,Miss. Johanna Hannah,female,Q
1160,3,1,Roth,Miss. Sarah A,female,S
1183,3,1,Salkjelsvik,Miss. Anna Kristine,female,S
1188,3,1,Sandstrom,Miss. Beatrice Irene,female,S
1189,3,1,Sandstrom,Mrs. Hjalmar (Agnes Charlotta Bengtsson),female,S
1190,3,1,Sandstrom,Miss. Marguerite Rut,female,S
1199,3,1,Shine,Miss. Ellen Natalia,female,Q
1206,3,1,Sjoblom,Miss. Anna Sofia,female,S
1217,3,1,Smyth,Miss. Julia,female,Q
1224,3,1,Stanley,Miss. Amy Zillah Elsie,female,S
1245,3,1,Thomas,Mrs. Alexander (Thamine Thelma),female,C
1248,3,1,Thorneycroft,Mrs. Percival (Florence Kate White),female,S
1258,3,1,Touma,Miss. Maria Youssef,female,C
1259,3,1,Touma,Mrs. Darwis (Hanne Youssef Razi),female,C
1261,3,1,Turja,Miss. Anna Sofia,female,S
1262,3,1,Turkula,Mrs. (Hedwig),female,S
1287,3,1,Whabee,Mrs. George Joseph (Shawneene Abi-Saab),female,C
1291,3,1,Wilkes,Mrs. James (Ellen Needs),female,S
1301,3,1,Yasbeck,Mrs. Antoni (Selini Alexander),female,C

339,0.26

150,0.11

44,0.03

306,0.23

200,0.15

119,0.09

181,0.14
